car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Maruti Wagon R,Maruti,Wagon R,6,79855,Dealer,Gasoline,manual,20.51,998,67.04,5,347000
Kia Seltos,Kia,Seltos,1,9000,Car Dealer,Diesel,AUTO,17.8,1493,113.4,5,1525000
Tata Nexon,Tata ,Nexon,3,9000,Dealer,Petrol,Automatic,17.0,1198,108.5,5,895000
Mercedes-Benz GL-Class,  Mercedes-Benz,GL-Class,3,15000,,Petrol,,11.5,2996,362.0,5,6000000
Ford Ecosport,Ford,Ecospor,4,15800,Individual,Gas,,17.0,1497,121.31,5,785000
Maruti Alto,Maruti,Alto,10,22500,Dealer,Gas,Manual,19.7,796,46.3,5,120000
Hyundai Creta,Hyundai,Creta,5,63000,Dealer,Diesel Fuel,M/T,21.38,1396,88.7,5,750000
Maruti Alto,,Alto,15,20000,Individual,Petrol,Manual,19.7,796,46.3,5,85000
Maruti Swift,Maruti,SWiFT,3,16000,Car Dealer,PETROL,MAN,22.0,1197,81.8,5,525000
Skoda Rapid,,RAPID,6,32000,Individual,Diesel,Manual,21.14,1498,103.52,5,450000
Maruti Ciaz,Maruti  ,Ciaz,4,64000,Dealer,Diesel Fuel,MAN,28.09,1248,88.5,5,710000
Honda Amaze,Honda,Amaze,6,40000,Dealer,Gasoline,Manual,18.0,1198,86.7,5,425000
Kia Seltos,Kia,Seltos,1,8000,Dealer,Diesel,MAN,20.8,1493,113.4,5,1450000
Maruti Swift,Maruti,Swift,8,58000,Dealer  ,Diesel,M/T,22.9,1248,74.0,5,360000
Maruti Swift Dzire,Maruti,Swift  Dzire,7,38000,Car Dealer,Gasoline,Manual  ,17.5,1298,85.8,5,435000
Maruti Swift,MaRUTI,Swift,6,50168,Car Dealer,Diesel,Manual,25.2,1248,74.0,5,450000
Renault Duster,Renault,Duster,8,66733,Dealer,,MAN,19.01,1461,108.45,5,409000
Hyundai Grand,Hyundai,Grand,5,6600,Dealer,Gasoline,Manual,18.9,1197,82.0,5,440000
BMW 5,Bmw,5,3,55000,Dealer,Diesel,A/T,22.48,1995,187.74,5,3990000
Hyundai Verna,Hyundai,Verna,4,28000,Dealer,Diesel,Manual  ,23.9,1582,126.2,5,825000
Mahindra XUV500,Mahindra,xuv500,7,58232,Car Dealer,Diesel,Manual,15.1,2179,140.0,7,625000
Maruti Celerio,Maruti,Celerio,3,15161,Trustmark Dealer,Petrol,Manual,21.63,998,67.04,5,485000
Hyundai Grand,Hyunda,Grand,7,56000,Dealer,Diesel,M/T,24.0,1120,70.0,5,325000
Maruti Eeco,Marut,Eeco,5,29000,Car Dealer,CNG,MAN,15.1,1196,73.0,5,295000
Maruti Swift,Maruti,Swift,8,73536,Dealer,,Manual,22.9,1248,74.0,5,353000
Ford Ecosport,Ford,Ecosport,8,47000,Dealer,Diesel Fuel,  Manual,22.7,1498,89.84,5,460000
Mahindra Scorpio,,Scorpio,6,60000,DEALER,Diesel Fuel,  Manual,15.4,2179,120.0,7,925000
Renault Duster,Renault ,Duster,8,51235,Dealer,Diesel Fuel,M/T,19.01,1461,108.45,5,415000
Hyundai Grand,Hyundai,Grand,4,37500,Dealer,Gas,Manual  ,25.0,1197,82.0,5,485000
Honda City,Honda,City,7,59000,Dealer,Diesel,Manual,25.1,1498,98.6,5,550000
Volkswagen Vento,Volkswagen,Vento,6,51000,Dealer,Diesel,Automatic,22.15,1498,108.6,5,585000
Volkswagen Polo,Volkswagen,Polo,6,75000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,525000
Mercedes-Benz GL-Class,M3rcedes-Benz,GL-Class,5,35000,INDIVIDUAL,Diesel Fuel,Automatic,11.3,2987,254.8,7,4300000
BMW 6,BMW,6,2,2300,Individual,Diesel,Automatic,17.09,1995,188.0,4,5899000
Hyundai i20,  Hyundai,i20,3,41000,Dealer,Petrol,Manual,18.6,1197,81.83,5,579000
Hyundai Santro,Hyundai,Santr,9,40000,Dealer,Gas,Manual,17.92,1086,62.1,5,250000
Honda City,Honda,City,1,4600,Dealer,Petrol,Manual,17.8,1498,119.35,5,1175000
Skoda Superb,Skoda,Sup3rb,11,42000,Dealer,Petrol,Manual,13.1,1798,157.8,5,400000
Maruti Ertiga,Maruti,Ertig,8,68000,Dealer,Gasoline,M/T,16.02,1373,93.7,7,495000
Honda Civic,Hond,Civic,12,62380,Car Dealer,Petrol,MAN,13.5,1799,130.0,5,245000
Hyundai Grand,Hyundai,Grand,7,25000,Car Dealer,Gas,MANUAL,18.9,1197,82.0,5,500000
BMW 3,BMW,3,6,49000,Car Dealer,Diesel,Automatic,18.88,1995,184.0,5,1890000
Maruti Swift,mArUti,Swift,15,84800,Dealer,Petrol,MAN,16.1,1197,85.0,5,185000
Mahindra Scorpio,Mahindra ,Scorpio,5,30000,Car Dealer,Diesel,M/T,15.4,2179,120.0,7,1000000
Mercedes-Benz C-Class,M3rcedes-Benz,C-Class,8,38000,Dealer,Diesel Fuel,Automatic,14.84,2143,170.0,5,1200000
Renault Duster, Renault,Duster,5,64000,Dealer,Diesel,Manual,19.87,1461,83.8,5,680000
Jeep Compass,Jeep,Compass,2,28000, Dealer,Petrol,Manual,16.0,1368,160.0,5,1450000
Honda Amaze,,Amaze,4,32000,Dealer,Gasoline,manual,17.8,1198,86.7,5,495000
Volkswagen Polo,Volkswagen,Polo,4,35000,dealer,Petrol,Automatic,17.21,1197,103.6,5,735000
Audi Q7,Audi,Q7,4,71000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,4700000
Honda Amaze,Honda,Amaze,6,42000,Owner,Petrol,Manual,18.0,1198,86.7,5,390000
Maruti Baleno,Maruti,Baleno,4,70000,Owner,Petrol,Manual,21.4,1197,83.1,5,500000
Mercedes-Benz GLS,Mercedes-Benz,GLS,3,28000,Dealer,Gas,A/T,8.9,2996,333.0,7,7000000
Ford Ecosport,Ford,Ecosport,7,81360,Dealer,Diesel,Manual,22.7,1498,89.84,5,451000
Honda WR-V, Honda,WR-V,3,33000,Car Dealer,Diesel,MAN,25.5,1498,98.6,5,840000
Maruti Dzire VXI,Maruti,Dzire VXI,3,28000,Car Dealer,Petrol, Manual,23.26,1197,88.5,5,625000
Maruti Swift Dzire,Maruti,Swift Dzire,10,62000,DEalER,Gasoline,Manual,17.5,1298,85.8,5,250000
Hyundai i20,Hyundai,i20,9,42000,Dealer,Diesel,Manual,21.9,1396,90.0,5,275000
Maruti Wagon R,Maruti ,Wagon R,4,33200,Dealer,,Manual,26.2,998,58.2,5,350000
Mahindra XUV500,,XUV500,2,25000,Individual,Diesel,Automatic,15.1,2179,152.87,7,1800000
Maruti Baleno,maruti,Baleno,6,30000,Dealer,Petrol,,21.4,1197,83.1,5,520000
Maruti Vitara,Marut,Vitara,3,52000,Dealer,Diesel Fuel,Manual,24.3,1248,88.5,5,745000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,66000,DEALER,Diesel,,15.8,2148,170.0,5,899000
Maruti Vitara,Maruti,Vitara,4,68100,Dealer,Diesel,M/T,24.3,1248,88.5,5,675000
Maruti Swift Dzire,Maruti,Swift Dzire,10,62000,Car Dealer,Diesel,Manual,19.3,1248,73.9,5,265000
Maruti Baleno,  Maruti,Baleno,5,47061,Dealer,Gas,Automatic,21.4,1197,83.1,5,655000
Hyundai Santro,Hyundai,Santro,1,8268,Car Dealer,PETROL,Manual,20.3,1086,68.07,5,445000
Maruti Celerio, Maruti,Celerio,5,36000,Dealer,Petrol,Manual,23.1,998,67.04,5,375000
BMW 5,BMW,5,13,59869,Dealer,Petrol,AUTO,10.6,2996,258.0,5,550000
Renault KWID,R3nault,KWID,4,43616,Car Dealer,Petrol,Manual,25.17,799,53.3,5,290000
BMW 3,,3,9,75000,Car Dealer,Diesel,AUTOMATIC,18.88,1995,184.0,5,1290000
Hyundai Verna,Hyundai,Verna,6,43000,Dealer,Petrol,Manual,17.43,1396,105.5,5,580000
Maruti Baleno,maruti,Baleno,5,92000,Dealer,Gasoline,Manual,21.4,1197,83.1,5,570000
Honda Jazz,Honda,Jazz,3,45178,Dealer,Petrol,MAN,18.7,1199,88.7,5,650000
Hyundai Grand,Hyundai,Grand,5,54000,Dealer,Diesel,Manual,24.0,1120,70.0,5,465000
Honda City,  Honda,City,9,47000,Dealer,Petrol,Manual,17.0,1497,118.0,5,425000
BMW X1,BMW,x1,9,60000,Dealer,Diesel,AUTO,17.05,1995,184.0,5,800000
Hyundai Creta,,Creta,5,52000,  Dealer,Petrol, Manual,13.0,1591,121.3,5,925000
Ford Endeavour,Ford,Endeavour,5,50000,Car Dealer,Diesel Fuel,Automatic,10.91,3198,197.0,7,2650000
Volkswagen Polo,Volkswagen,Polo,10,62000,Dealer,Gas,M/T,16.47,1198,73.9,5,315000
Renault Duster,R3nault,Dust3r,8,63000,,Diesel Fuel,manual,20.45,1461,83.8,5,415000
Toyota Fortuner,Toyota,Fortuner,11,67000,Dealer,Diesel,M/T,11.5,2982,171.0,7,825000
Ford Ecosport,Ford,Ecosport,7,65554,Car Dealer,Diesel,Manual,22.7,1498,89.84,5,565000
Maruti Swift Dzire,Maruti,Swift Dzire,7,75854,Dealer,Diesel,Manual,23.4,1248,74.0,5,341000
Maruti Swift Dzire,Maruti,Swift Dzire,4,26000,Dealer,Petrol,AUTO,18.5,1197,83.14,5,645000
Hyundai i20,Hyundai,I20,6,52000,Dealer,Petrol,MAN,18.6,1197,81.83,5,486000
Honda Amaze,,Amaze,2,35000,Individual,Gasoline,Manual,19.5,1199,88.76,5,550000
Mahindra XUV500,Mahindra,XUV500,4,65000,Dealer,Diesel ,AUTO,16.0,1997,140.0,7,1175000
Honda Amaze,HONdA,Amaze,2,19000,deALEr,Petrol,Manual,17.8,1198,86.7,5,580000
Maruti Swift,Maruti,Swift,7,70000,Individual,  Diesel,Manual,25.2,1248,74.0,5,365000
Hyundai i20,Hyundai,i20,5,29842,,,Manual,18.5,1197,82.9,5,499000
Maruti Vitara,Maruti,Vitara,3,35000,Dealer,Diesel,AUTO,24.3,1248,88.5,5,835000
Datsun redi-GO,Datsun,redi-GO,5,47000,Dealer,Gasoline,Manual,20.71,799,53.64,5,299000
Hyundai Grand,Hyunda,Grand,6,147000,Individual,Diesel,Manual,24.0,1120,70.0,5,350000
Honda City,Honda,City,3,26000,Car Dealer,Gasoline,AUTO,17.4,1497,117.6,5,1075000
Maruti Swift Dzire,Marut,Swift Dzire,8,78000,,Diesel Fuel,Manual,23.4,1248,74.0,5,325000
Hyundai i20,Hyundai,i20,7,50000,Car Dealer,Diesel,M/T,21.9,1396,88.76,5,500000
Mahindra XUV500, Mahindra,XUV50,8,50000,Individual,Diesel  ,MAN,15.1,2179,140.0,7,600000
Maruti Wagon R,,Wagon R,11,60000,Individual,Petrol,,18.9,1061,67.0,5,150000
Maruti Wagon R,Marut,Wagon R,10,52000,Car Dealer,CNG,manual,26.2,998,58.2,5,210000
Honda City,Honda,city,8,35000,  Dealer,Petrol,Manual,17.0,1497,118.0,5,495000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,3,8000,Dealer,Petrol,Automatic,14.74,1991,181.04,5,3650000
Hyundai Verna, Hyundai,Verna,4,62000,Dealer,Diesel Fuel,,23.9,1582,126.2,5,760000
Nissan Kicks,Nissan,Kicks,2,11687,Trustmark Dealer,Gas,Manual,14.23,1498,104.55,5,880000
Hyundai i20,Hyundai,i20,7,70000,Dealer,Diesel  ,Manual,22.54,1396,88.76,5,340000
Toyota Fortuner,Toyota,Fortun3r,2,15500,Car Dealer,Diesel,MAN,14.24,2755,174.5,7,3090000
Hyundai Verna,Hyunda,Verna,3,43000,Dealer,Petrol,Manual,17.0,1591,121.3,5,940000
Toyota Innova,Toyota,Innova,4,51000,Car Dealer,Diesel,Automatic,11.36,2755,171.5,7,1590000
Mercedes-Benz GLS,Mercedes-Benz,GLS,3,15000,Dealer,Diesel Fuel,Automatic,11.0,2987,258.0,7,7199000
Renault KWID,Renault,KWID,3,33124, Dealer,Petrol,Manual,25.17,799,53.3,5,335000
Hyundai Creta,Hyundai,Creta,2,1470,Dealer,Petrol,Manual,15.8,1591,121.3,5,1290000
Maruti Swift,Maruti,Swift,7,73956,Dealer,Diesel,M/T,25.2,1248,74.0,5,378000
Maruti Wagon R,Maruti,Wagon R,7,64000,Dealer,Petrol,Manual,18.9,998,67.1,5,265000
Maruti Alto,Maruti,Alto,6,15000,Dealer,Petrol,Manual,22.74,796,47.3,5,275000
Hyundai i10,Hyundai,i10,9,73500,Dealer  ,Petrol,Manual,19.81,1086,68.05,5,235000
Maruti Ciaz,Marut,Ciaz,7,49000,Car Dealer,Petrol,Manual,20.73,1373,91.2,5,626000
Maruti Ignis,Maruti,Ignis,4,32000,Dealer,Petrol,M/T,20.89,1197,81.8,5,465000
Honda City,Honda,City,4,35000,Dealer,petrol,Manual,17.8,1497,117.3,5,725000
Hyundai i20,HYUNDAI,i20,8,80849,Dealer,Diesel,Manual,22.54,1396,88.76,5,290000
Maruti Baleno,Maruti,Baleno,4,24000,Car Dealer,Gas,Manual,21.01,1197,81.8,5,675000
Tata Tiago,Tata,Tiago,4,30000,,,Automatic  ,23.84,1199,83.83,5,480000
Honda City, Honda,City,6,71678,Dealer,Diesel Fuel,M/T,25.1,1498,98.6,5,610000
Maruti Swift,Marut,Swift,5,65000,Car Dealer,,Manual,18.6,1197,85.8,5,465000
Maruti Vitara,Maruti,Vitara,5,60000,Dealer,,M/T,24.3,1248,88.5,5,685000
Maruti Swift,Marut,sWIFt,8,30500,Dealer,Petrol,M/T,22.0,1197,81.8,5,385000
Maruti Wagon R,maruti,Wagon R,4,47000,,Gasoline,automatic,20.51,998,67.0,5,390000
Volkswagen Vento,,Vento,7,76500,Individual,Diesel,M/T,20.34,1498,103.2,5,400000
Jeep Compass,Jeep,Compass,2,29000,Dealer,Petrol,Manual,16.0,1368,160.0,5,1430000
Ford Ecosport,Ford,Ecosport,5,37000,Dealer,petrol,Manual  ,15.85,1499,110.4,5,675000
Honda City,Honda,City,4,56239,Trustmark Dealer,Petrol,Manual,17.8,1497,117.3,5,745000
Honda Amaze,Honda,Amaz3,1,3000,Dealer,Petrol,Manual,19.5,1199,88.76,5,715000
Audi A4,Audi,A4,6,30000,Individual,Diesel,Automatic,17.11,1968,174.33,5,1800000
Toyota Innova,Toyota,Innova,2,27000,Dealer,Diesel Fuel,Automatic,11.36,2755,171.5,7,2225000
Audi A6,Audi,A6,7,50500,,,Automatic,17.68,1968,174.33,5,1725000
Hyundai Creta,Hyundai,Creta,6,65000,Dealer,Diesel,A/T,17.6,1582,126.2,5,835000
Ford Ecosport,fORd,Ecosport,2,16000,Car Dealer,Gas,Manual,17.0,1497,121.31,5,925000
Maruti Swift Dzire,Maruti,Swift Dzire,4,25000,,,MANUAL,28.4,1248,74.02,5,650000
BMW 7,BMW,7,3,19100,Car Dealer,Diesel,Automatic ,16.77,2993,261.49,5,7975000
Hyundai Creta,Hyundai,Creta,3,60000,Individual,  Diesel,Manual,22.1,1396,88.7,5,875000
Maruti Ertiga,Maruti,Ertiga,4,44000,Dealer,Diesel,M/T,24.52,1248,88.5,7,725000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,67000,Dealer,Petrol,,11.74,1796,186.0,5,780000
Honda City,Honda,City,6,89000,Dealer,Diesel,Manual,26.0,1498,98.6,5,549000
Maruti Ciaz,Marut,Ciaz,4,29000,Dealer,Gasoline,Manual,20.73,1373,91.2,5,750000
Volkswagen Vento,Volkswagen,Vento,3,58000,Individual,Diesel Fuel,A/T,21.5,1498,108.5,5,950000
Maruti Baleno,Maruti,Baleno,4,33528,Trustmark Dealer,Petrol,Manual  ,21.4,1197,83.1,5,540000
Maruti Swift,Maruti,Swif,4,43733,Car Dealer,,Manual  ,20.4,1197,81.8,5,489000
Maruti Baleno,MArutI,Baleno,2,10000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,781000
Hyundai i20,Hyundai,i20,8,65001,Dealer,Diesel Fuel,Manual,21.9,1396,88.76,5,349000
Maruti Swift Dzire,Maruti,Swift Dzire,9,90000,Owner,Petrol,M/T,17.5,1298,85.8,5,350000
MG Hector,MG,Hector,2,14400,Dealer,,A/T,13.96,1451,141.0,5,1749000
Honda City,Honda,City,2,12000,Car Dealer,Gas,  Automatic,17.4,1497,117.6,5,1350000
Honda City,Honda,City,4,53000,Car Dealer,Petrol,M/T,17.4,1497,117.6,5,880000
Honda Amaze,Honda,Amaz3,4,51000,Individual,Petrol,Manual,17.8,1198,86.7,5,600000
Maruti Baleno,Maruti,Baleno,6,84999,Dealer,Diesel,M/T,27.39,1248,74.0,5,515000
BMW 5,BMW,5,4,46000,Dealer,Diesel,A/T,18.12,1995,190.0,5,3250000
Audi A4,Audi ,A4,7,85000,Car Dealer,Diesel Fuel,Automatic,17.11,1968,174.33,5,1450000
Maruti Swift,Marut,Swift,6,50000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,450000
Honda City,honda,City,6,63000,Dealer,Diesel Fuel,Manual  ,26.0,1498,98.6,5,575000
Hyundai Verna,Hyundai,Verna,9,30917,Dealer,Diesel ,Manual,22.32,1582,126.3,5,465000
Maruti Baleno,Maruti,Baleno,5,27000,Dealer,Gas,Manual ,21.4,1197,83.1,5,585000
Maruti Swift,Maruti,Swift,11,68000,Dealer  ,Gas,,16.1,1197,85.0,5,240000
Hyundai Verna,Hyundai,Verna,3,8143,Owner,Gas,Manual,19.1,1368,98.6,5,930000
Honda Civic,HOND,Civic,2,21500,Dealer ,Petrol,Automatic,16.5,1799,139.46,5,1625000
MG Hector,MG,HECTOR,2,4000,,Petrol,Automatic,13.96,1451,141.0,5,1875000
Hyundai Creta,Hyundai,Cr3ta,5,58500,deALEr,Diesel,Manual,19.67,1582,126.2,5,770000
Maruti Swift Dzire,Maruti,Swift Dzire,6,65000,Car Dealer,Diesel,MAN,19.3,1248,73.9,5,475000
Maruti Swift,Maruti,Swift,8,99426,Dealer,Diesel Fuel,Manual,22.9,1248,74.0,5,353000
Mercedes-Benz C-Class,M3rcedes-Benz,C-Class,2,24300,  Dealer,Gas,Automatic,11.9,1950,201.15,5,3775000
Toyota Innova,Toyota,Innova,5,48000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1680000
Ford Figo,Ford,FIGO,6,75000,Dealer,Diesel,Manual,25.83,1498,99.0,5,395000
Maruti Ciaz,Maruti,Ciaz,3,37000,Individual,Petrol,Manual,21.56,1462,103.25,5,700000
Honda Amaze,Honda,Amaze,3,40000,dealer,Diesel,Manual,25.8,1498,98.6,5,725000
Lexus RX,Lexus,RX,4,52000,Dealer, Petrol,Automatic,18.8,3456,258.81,5,6200000
Maruti Wagon R,Maruti,Wagon R,6,52000,Dealer,Petrol,Manual,21.79,998,67.05,5,310000
Honda City,Hond,City,7,78000,Dealer,Diesel,Manual ,26.0,1498,98.6,5,550000
Toyota Innova,,Innov,6,125000,Dealer,Diesel Fuel,Manual,12.8,2494,102.0,7,895000
Honda WR-V, Hond,WR-V,4,25656,Dealer ,Petrol ,MANUAL,17.5,1199,88.7,5,760000
Honda City,Honda,City,9,134532,Dealer  ,Petrol,Automatic,16.8,1497,116.3,5,440000
Maruti Baleno,Maruti,Baleno,3,48000,Dealer,Diesel,MAN,27.39,1248,74.0,5,599000
Honda City,Honda,City,6,50000,Individual,Gas,M/T,17.4,1497,117.3,5,620000
Mercedes-Benz S-Class,,S-Class,3,4000, Dealer,Petrol,Automatic,7.81,4663,459.0,4,13000000
Hyundai Creta,,Creta,6,76000,Dealer,,Manual,19.67,1582,126.2,5,800000
Maruti Baleno,Maruti,baleno,4,25000,,Petrol,MAN,21.01,1197,81.8,5,625000
Honda City,Honda,City,6,73000,Car Dealer,Diesel,Manual,26.0,1498,98.6,5,540000
Mercedes-Benz C-Class,  Mercedes-Benz,C-Class,7,69550,Car Dealer,Diesel,Automatic,14.84,2143,170.0,5,1295000
Maruti Ciaz,marUti,Ciaz,5,28014,Dealer,Gas,MAN,20.73,1373,91.1,5,603000
Hyundai Venue,Hyundai,Venue,1,1200,Dealer, Petrol,Manual,18.27,998,118.35,5,1075000
Hyundai Verna,Hyunda,Verna,5,33060,Dealer,Petrol,M/T,17.01,1591,121.3,5,625000
Maruti Swift Dzire,,Swift Dzir3,4,25000,Car Dealer,Petrol,Automatic ,22.0,1197,81.8,5,610000
Maruti Swift,Maruti  ,Swift,7,60001,Dealer,Diesel Fuel,Manual,25.2,1248,74.0,5,310000
Maruti Swift Dzire,Marut,Swift Dzire,4,37001,Dealer,Gasoline,Manual,21.21,1197,81.8,5,599000
Toyota Innova,Toyota,Innova,4,68745,Dealer,Diesel Fuel,Manual,13.68,2393,147.8,7,1631000
Hyundai Creta,Hyundai,Creta,6,70000,Owner,Diesel Fuel,M/T,19.67,1582,126.2,5,890000
Honda Amaze,,Amaze,7,71000,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000
Skoda Rapid,SKODA,Rapid,6,52000,Dealer,Diesel,M/T,21.14,1498,103.52,5,515000
Maruti Baleno,Maruti,Bal3no,5,43000,Dealer,PeTrOl,M/T,21.01,1197,81.8,5,650000
Mahindra XUV500,Mahindra,Xuv500,4,34000,,Diesel,A/T,16.0,1997,140.0,7,1175000
Maruti Swift,MARUTI,Swift,11,68000,Dealer,Petrol,M/T,22.0,1197,81.8,5,245000
Ford Ecosport,Ford ,ecosport,5,143000,Individual,diesel,,22.77,1498,98.59,5,525000
Mahindra XUV500,Mahindra,XUV500,8,47000,Dealer,Diesel Fuel,Manual,16.0,2179,140.0,7,650000
Maruti Wagon R,Maruti  ,Wagon R,8,40000,  Dealer,Gas,Manual,18.9,998,67.1,5,285000
Honda City,,City,11,57000,Dealer,Petrol,Automatic,15.6,1497,116.3,5,350000
Maruti Swift,maruti,Swift,8,65209,Dealer,Diesel,Manual,22.9,1248,74.0,5,330000
Maruti XL6,Maruti,XL6,2,7669,Dealer,Gas,Automatic ,17.99,1462,103.2,6,1175000
Ford Ecosport,  For,Ecosport,6,50000,Car Dealer,Diesel Fuel,Manual,21.7,1498,98.96,5,560000
Maruti Wagon R,MARUTI,Wagon R,8,64000,Dealer,CNG,Manual,26.6,998,58.16,5,270000
Hyundai Grand,Hyundai,Grand,2,16415,Individual,Petrol,Manual,18.9,1197,81.86,5,515000
Honda City,Honda,City,3,12000,Individual,Petrol,Manual,17.4,1497,117.6,5,900000
Volkswagen Polo,Volkswagen,Polo,5,45000,Dealer,Petrol,MAN,16.2,1199,74.0,5,450000
Hyundai Grand,Hyundai,Grand,5,63000,Dealer  , Petrol, Manual,18.9,1197,82.0,5,450000
BMW 3,BMW ,3,9,50000,Car Dealer,Diesel Fuel,Automatic,18.88,1995,184.0,5,845000
Maruti Wagon R,,Wagon,14,30000,Individual,Petrol,  Manual,18.9,1061,67.0,5,70000
Maruti Ignis,Maruti,Ignis,4,29000,Car Dealer,Gas,Manual,20.89,1197,81.8,5,520000
Maruti Ciaz,Maruti,Ciaz,6,52000,Car Dealer,Petrol,Manual,20.73,1373,91.1,5,565000
Hyundai Verna,Hyundai,Verna,9,62000,Dealer,Petrol,Manual,17.01,1591,121.3,5,420000
Toyota Fortuner,Toyot,Fortuner,7,61000,Dealer,Diesel,autoMaTic,12.55,2982,168.5,7,1690000
Honda WR-V,Honda,WR-V,4,35000,Dealer  ,Petrol,M/T,17.5,1199,88.7,5,765000
Hyundai i10,Hyundai,i10,9,73500,Car Dealer,Petrol,M/T,20.36,1197,78.9,5,240000
Maruti Swift,Maruti,Swift,13,63248,Dealer,pETrOl,MAN,16.1,1197,85.0,5,170000
Maruti Ciaz,Maruti,ciaz,6,49098,Dealer,Petrol,Manual,20.73,1373,91.1,5,585000
Volkswagen Polo,Volkswagen,Polo,9,90000,Individual,diesel,Manual ,22.07,1199,73.9,5,210000
Maruti Swift Dzire,Maruti,Swift Dzire,4,59000,Car Dealer,Diesel,AUTO,28.4,1248,74.02,5,675000
Honda Amaze,Honda,Amaze,2,45000,Dealer ,Petrol,Automatic,18.3,1199,88.76,5,675000
Maruti Ciaz,Marut,Ciaz,7,47000,Dealer,Diesel Fuel,Manual,26.21,1248,88.5,5,495000
Skoda Rapid,Skoda,Rapid,8,42000,Dealer,Petrol,Manual ,15.0,1598,103.5,5,325000
Maruti Ciaz,  Maruti,Ciaz,6,56000,Car Dealer,diesel,Manual,28.09,1248,88.5,5,510000
Toyota Innova,Toyot,Innov,6,47000,Car Dealer,Diesel Fuel,MAN,12.99,2494,100.0,7,865000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,3,22000,Dealer,DIEsEL,Automatic,10.0,2148,170.0,5,4450000
Mahindra Marazzo,MAHINDRA,Marazzo,2,25000,Car Dealer,Diesel,Manual,17.3,1497,121.0,8,800000
Ford Aspire,Ford  ,Aspir3,3,59012,Car Dealer,Diesel,MANUAL,25.83,1498,99.0,5,590000
Maruti Swift Dzire,Maruti,Swift Dzire,4,10000,Car Dealer,  Petrol,Manual  ,21.21,1197,81.8,5,675000
BMW X3,BMW ,X3,9,88000,Dealer,Diesel Fuel,A/T,16.09,1995,184.0,5,1275000
Hyundai i20,Hyundai,i20,5,62000,Dealer,PETROL,M/T,17.0,1197,80.0,5,545000
Maruti Celerio, Maruti,Celerio,6,63000,Dealer,Petrol,MAN,23.1,998,67.04,5,385000
Honda Civic,Honda,Civic,11,45000,Dealer,Petrol,MANUAL,14.8,1799,130.2,5,310000
Maruti Eeco,Marut,Eeco,2,17000,Car Dealer,Petrol,Manual  ,15.37,1196,73.0,7,390000
Hyundai i20,Hyundai,i20,7,63000,dealer,Diesel Fuel,manual,23.0,1396,90.0,5,365000
BMW 3,BMW,3,7,18500,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1400000
BMW 3,BMW,3,10,72000,Car Dealer,Diesel,Automatic,16.07,1995,181.0,4,610000
Honda Jazz,Honda,Jazz,5,40000,Dealer,Gasoline,AutOMATIc,19.0,1199,88.7,5,630000
Toyota Innova,Toyota,Innov,6,35000,Owner,,Manual,12.99,2494,100.6,7,990000
Honda City,Honda,City,5,55000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,750000
Maruti Swift,Maruti,Swift,5,20000,Individual,Gasoline,Manual,21.21,1197,81.8,5,450000
Honda City,Honda,City,4,33000,Car Dealer,Gas,Manual,17.8,1498,119.35,5,790000
Mahindra XUV500,Mahindra,XUV500,5,70066,Dealer,Diesel Fuel,MANUAL,16.0,1997,140.0,7,785000
Maruti Vitara,,Vitara,5,58000, Dealer,Diesel,M/T,24.3,1248,88.5,5,690000
Honda CR-V,honDa,CR-V,5,62000,Dealer,Petrol,Automatic,14.4,1997,151.89,5,1450000
Maruti Wagon R,Maruti,Wagon R,9,62443,Dealer ,Petrol,M/T,18.9,998,67.1,5,235000
Hyundai i20,hyunda,i20,6,60000,Dealer,Diesel,M/T,21.9,1396,90.0,5,350000
Mahindra Scorpio,Mahindra,Scorpio,5,55000,Dealer,Diesel,MaNUal,15.4,2179,120.0,8,975000
Hyundai i10,Hyundai,i10,11,60000,Owner,Petrol,Manual,20.36,1197,78.9,5,165000
Maruti Alto,Maruti,Alto,14,40000,Dealer,PETROL,Manual,19.7,796,46.3,5,80000
Mahindra KUV,Mahindra,KUV,5,68000,  Dealer,Diesel Fuel,Manual,25.32,1198,77.0,6,400000
Honda Amaze,Honda,amaz3,7,45892,Dealer,Diesel Fuel,Manual,25.8,1498,98.6,5,369000
MG Hector,MG,Hector,1,20000,Dealer,DIESEL,M/T,17.41,1956,167.68,5,1795000
Honda City,HONDA,city,6,35000,  Dealer,Diesel,MAN,26.0,1498,98.6,5,621000
Maruti Swift Dzire,Maruti,Swift Dzire,12,145000,Owner,Gasoline,Manual,17.5,1298,85.8,5,175000
